Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-01,Abu Dhabi,Shell,Routine,Day,Active,Sunny,Low,2023-07-16,2023-05-22,3,510.11,34.2
W-03,Algeria,Shell,Emergency,Night,Active,Sandstorm,Low,2023-01-18,2022-11-16,5,391.64,27.3
W-08,North Sea,Shell,Routine,Day,Active,Sunny,Medium,2024-03-27,2023-09-06,7,313.57,24.4
W-01,Texas,ExxonMobil,Routine,Night,Active,Rainy,Medium,2023-05-04,2023-04-07,6,514.27,20.1
W-09,Texas,ExxonMobil,Emergency,Day,Active,Windy,Medium,2024-10-20,2024-03-30,3,453.24,29.2
W-07,Texas,BP,Corrective,Night,Active,Windy,High,2024-10-29,2024-06-05,3,486.25,33.2
W-07,North Sea,Shell,Routine,Night,Active,Rainy,Medium,2024-10-02,2024-07-16,3,456.12,24.2
W-01,North Sea,Shell,Routine,Day,Active,Windy,Low,2023-09-17,2022-10-27,8,391.63,26.1
W-13,Texas,TotalEnergies,Routine,Day,Active,Sunny,Critical,2023-01-11,2022-10-26,5,321.94,33.5
W-07,Qatar,TotalEnergies,Routine,Night,Active,Rainy,Low,2024-10-11,2024-09-01,0,533.18,26.5
W-14,Algeria,Shell,Routine,Night,Active,Sandstorm,Low,2023-10-27,2023-08-22,3,372.07,23.7
W-14,North Sea,Shell,Corrective,Night,Active,Windy,Low,2024-11-07,2024-08-27,2,459.84,29.1
W-14,Abu Dhabi,Shell,Routine,Day,Active,Rainy,Low,2024-11-05,2024-10-20,1,531.93,29.8
W-13,North Sea,Chevron,Routine,Night,Active,Rainy,Low,2024-08-20,2024-07-04,5,369.49,21.2
W-03,Abu Dhabi,ExxonMobil,Corrective,Day,Standby,Sunny,Critical,2023-07-26,2023-01-04,6,309.95,32.2
W-03,Texas,Shell,Corrective,Night,Active,Rainy,Low,2023-09-27,2023-01-12,12,440.82,21.9
W-01,Qatar,ExxonMobil,Corrective,Day,Failure,Sandstorm,Low,2024-08-18,2024-03-16,5,601.25,38.4
W-04,Abu Dhabi,Shell,Routine,Night,Active,Rainy,Medium,2023-08-10,2023-05-22,3,427.71,28.3
W-15,Algeria,TotalEnergies,Routine,Day,Active,Cloudy,Low,2023-04-29,2022-06-28,5,450.98,30.1
W-01,Qatar,Shell,Routine,Night,Active,Cloudy,Low,2024-01-25,2023-12-03,1,645.48,37.2
W-04,North Sea,TotalEnergies,Routine,Day,Active,Sunny,Low,2024-10-17,2024-09-01,1,462.43,27.9
W-10,North Sea,BP,Routine,Night,Active,Sunny,Low,2024-05-02,2023-10-08,7,376.05,18.2
W-11,Abu Dhabi,BP,Routine,Night,Active,Rainy,High,2024-02-04,2023-09-25,3,404.39,33.1
W-07,Qatar,Shell,Routine,Day,Active,Sandstorm,Medium,2023-03-10,2022-03-18,5,509.28,34.4
W-15,Qatar,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2024-03-06,2023-03-13,5,494.62,35.8
W-10,Algeria,Chevron,Corrective,Day,Active,Windy,Low,2024-11-24,2024-11-15,3,317.73,27.5
W-07,Texas,ExxonMobil,Routine,Night,Active,Cloudy,Low,2023-04-09,2022-07-28,6,441.32,36.6
W-02,Texas,ExxonMobil,Routine,Day,Active,Rainy,Low,2023-12-29,2023-12-26,3,571.2,23.1
W-02,Texas,Chevron,Corrective,Night,Active,Rainy,Medium,2024-09-06,2024-03-19,4,455.62,29.8
W-06,North Sea,Shell,Corrective,Night,Active,Rainy,Low,2024-06-02,2023-06-14,1,424.95,30.4
W-02,Texas,Chevron,Routine,Night,Standby,Sunny,Low,2024-05-02,2023-07-26,5,541.72,24.2
W-12,North Sea,ExxonMobil,Corrective,Day,Active,Rainy,Low,2024-05-06,2024-02-24,6,359.83,21.9
W-13,Algeria,Shell,Routine,Day,Active,Sunny,Medium,2023-09-09,2023-07-21,4,327.4,31.1
W-06,Abu Dhabi,BP,Routine,Night,Standby,Rainy,High,2023-07-25,2022-12-24,5,351.55,28.2
W-08,Algeria,TotalEnergies,Corrective,Night,Failure,Windy,High,2024-07-20,2023-09-01,6,271.44,33.7
W-14,Algeria,BP,Routine,Day,Active,Rainy,Low,2024-07-21,2024-02-12,0,369.13,30.6
W-10,Algeria,Shell,Corrective,Day,Active,Cloudy,Medium,2024-08-29,2023-09-18,4,404.59,33.5
W-10,Algeria,BP,Corrective,Night,Active,Cloudy,Low,2024-10-01,2024-01-08,7,294.94,25.2
W-10,Qatar,Chevron,Corrective,Night,Active,Windy,Medium,2023-12-24,2022-12-03,6,585.13,38.4
W-02,North Sea,Chevron,Routine,Night,Active,Cloudy,High,2023-12-18,2023-10-10,3,376.67,26.7
W-07,Algeria,BP,Routine,Night,Active,Rainy,Medium,2024-07-12,2024-06-27,3,310.63,33.1
W-12,Texas,ExxonMobil,Routine,Night,Active,Cloudy,Low,2024-03-30,2023-06-15,10,408.4,30.1
W-03,North Sea,Shell,Routine,Night,Failure,Cloudy,Low,2024-05-06,2023-10-01,4,388.46,21.9
W-11,Texas,TotalEnergies,Routine,Night,Active,Windy,Medium,2024-07-11,2024-02-25,4,441.34,30.1
W-06,Texas,Shell,Routine,Day,Standby,Rainy,Low,2024-09-15,2023-08-14,12,421.33,35.4
W-07,Qatar,ExxonMobil,Routine,Day,Standby,Sandstorm,Low,2023-08-25,2023-04-17,4,627.99,32.6
W-14,Abu Dhabi,Shell,Routine,Day,Active,Windy,Low,2023-09-20,2023-03-23,7,506.48,29.6
W-12,Abu Dhabi,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-03-07,2022-07-07,2,411.43,32.9
W-02,Texas,Chevron,Routine,Day,Active,Windy,Low,2024-02-09,2023-03-20,7,436.91,30.5
W-12,North Sea,Chevron,Corrective,Night,Active,Windy,High,2023-01-26,2022-04-17,7,380.83,32.1
W-10,Texas,Shell,Routine,Night,Active,Windy,Low,2023-11-22,2023-09-30,4,547.81,33.0
W-11,Abu Dhabi,Chevron,Routine,Night,Active,Rainy,Low,2024-01-15,2023-09-22,3,460.54,23.0
W-08,Qatar,BP,Routine,Day,Standby,Sandstorm,Medium,2023-07-20,2022-11-22,4,642.11,41.0
W-07,North Sea,BP,Routine,Night,Active,Cloudy,Low,2024-02-18,2023-09-16,2,392.57,28.4
W-09,Qatar,ExxonMobil,Emergency,Day,Active,Windy,Medium,2023-01-22,2022-03-05,7,485.21,28.1
W-15,Algeria,TotalEnergies,Corrective,Night,Active,Cloudy,Low,2023-01-27,2022-10-06,2,509.73,31.1
W-09,Abu Dhabi,Shell,Routine,Day,Active,Windy,Medium,2024-07-29,2024-02-03,3,524.6,26.3
W-08,Qatar,BP,Routine,Day,Active,Windy,Low,2023-09-10,2023-08-19,2,550.05,42.5
W-10,Abu Dhabi,TotalEnergies,Corrective,Day,Active,Windy,Medium,2023-03-30,2022-11-05,4,460.04,31.7
W-07,Algeria,ExxonMobil,Routine,Day,Active,Cloudy,High,2024-01-01,2023-01-03,11,329.61,29.0
W-08,Abu Dhabi,Shell,Routine,Night,Standby,Cloudy,Low,2024-06-22,2024-06-06,2,437.94,26.1
W-01,Qatar,Shell,Corrective,Night,Standby,Rainy,Medium,2023-06-01,2023-05-26,0,583.43,26.9
W-14,North Sea,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2024-03-12,2023-11-12,3,394.75,29.1
W-08,North Sea,ExxonMobil,Routine,Day,Active,Sandstorm,Medium,2023-03-01,2022-09-21,7,343.15,26.3
W-12,North Sea,TotalEnergies,Corrective,Day,Active,Rainy,Medium,2023-02-06,2022-07-02,8,404.02,40.7
W-03,Abu Dhabi,Shell,Routine,Day,Active,Sunny,Low,2024-01-07,2023-05-15,4,395.52,24.6
W-14,North Sea,Shell,Corrective,Day,Active,Windy,Medium,2024-01-14,2023-08-26,5,433.34,31.6
W-15,Abu Dhabi,Shell,Routine,Day,Active,Cloudy,Low,2024-03-22,2024-01-05,2,473.92,30.7
W-11,Algeria,Chevron,Routine,Day,Active,Sandstorm,Medium,2024-05-23,2023-05-30,11,329.58,23.6
W-09,North Sea,ExxonMobil,Routine,Night,Active,Cloudy,Medium,2024-11-14,2024-06-22,4,349.82,18.7
W-07,Abu Dhabi,TotalEnergies,Routine,Night,Active,Windy,Low,2023-12-28,2023-12-20,3,447.12,15.7
W-01,Texas,Chevron,Corrective,Night,Active,Sandstorm,Low,2023-08-15,2022-09-30,7,395.95,38.3
W-10,Qatar,BP,Corrective,Day,Active,Sandstorm,Medium,2024-07-10,2023-11-16,5,568.37,36.7
W-03,Abu Dhabi,BP,Emergency,Night,Active,Sandstorm,Low,2023-07-09,2023-05-31,3,490.58,23.6
W-13,Qatar,BP,Routine,Day,Active,Sandstorm,Low,2023-11-04,2023-04-15,5,542.42,31.6
W-02,Abu Dhabi,Shell,Corrective,Day,Active,Sunny,Medium,2023-02-24,2022-07-26,4,461.4,25.3
W-05,Qatar,BP,Routine,Day,Active,Cloudy,Low,2023-01-18,2022-12-23,0,677.84,43.2
W-06,Texas,BP,Routine,Day,Active,Sandstorm,Medium,2024-11-04,2024-04-14,9,475.07,27.2
W-09,Texas,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-08-08,2024-03-11,1,475.71,32.1
W-05,Abu Dhabi,ExxonMobil,Routine,Day,Active,Cloudy,Low,2024-05-02,2023-09-27,1,477.68,27.1
W-08,Texas,BP,Corrective,Day,Active,Sandstorm,Low,2023-10-14,2023-04-21,6,442.67,30.7
W-07,Texas,BP,Routine,Day,Active,Rainy,Critical,2023-05-02,2023-03-03,4,369.51,30.2
W-08,Texas,Chevron,Corrective,Night,Active,Windy,Low,2023-04-20,2023-01-06,4,446.76,25.6
W-02,Algeria,TotalEnergies,Routine,Day,Active,Windy,Low,2023-06-25,2023-06-24,2,455.84,33.8
W-03,Abu Dhabi,TotalEnergies,Corrective,Night,Active,Cloudy,Low,2024-01-20,2023-07-07,4,481.5,30.8
W-02,Algeria,Shell,Corrective,Night,Active,Windy,High,2024-05-15,2024-03-04,4,301.83,21.5
W-04,Abu Dhabi,BP,Routine,Night,Active,Sandstorm,Medium,2024-04-07,2023-08-10,7,377.6,23.5
W-09,Texas,TotalEnergies,Emergency,Day,Active,Cloudy,Low,2023-07-15,2022-09-03,6,448.27,22.1
W-03,Abu Dhabi,Chevron,Routine,Day,Standby,Rainy,Low,2024-10-30,2024-09-29,1,403.18,26.3
W-03,North Sea,TotalEnergies,Routine,Night,Standby,Cloudy,Low,2024-05-31,2024-01-13,4,447.96,29.3
W-11,Texas,BP,Corrective,Day,Active,Sunny,Low,2024-01-24,2023-03-01,5,555.84,24.3
W-10,North Sea,Chevron,Corrective,Day,Active,Windy,Low,2024-03-04,2024-01-31,2,446.02,36.2
W-08,Qatar,Chevron,Corrective,Night,Active,Sandstorm,Medium,2023-10-21,2023-08-19,6,433.85,40.5
W-15,Texas,TotalEnergies,Routine,Day,Active,Sunny,Low,2023-06-23,2023-03-27,5,465.88,24.1
W-06,Texas,BP,Routine,Day,Active,Rainy,Low,2023-09-07,2023-05-19,6,400.53,32.0
W-09,Algeria,Shell,Routine,Day,Active,Sunny,High,2024-06-14,2023-08-12,7,285.54,31.9
W-14,Abu Dhabi,BP,Corrective,Night,Active,Windy,Low,2023-01-11,2022-11-09,4,472.69,20.7
W-08,Algeria,TotalEnergies,Corrective,Day,Active,Rainy,Medium,2023-03-23,2022-03-02,7,289.56,28.0
W-03,Abu Dhabi,BP,Routine,Night,Active,Rainy,Medium,2023-02-02,2022-03-15,7,468.65,35.7
W-15,Qatar,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-01-29,2022-09-13,1,576.03,38.4
W-15,Abu Dhabi,TotalEnergies,Routine,Night,Failure,Windy,Medium,2024-08-21,2024-04-24,3,415.03,26.1
W-08,Abu Dhabi,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-05-07,2023-05-10,3,477.25,33.9
W-05,North Sea,BP,Routine,Day,Active,Cloudy,Low,2023-11-28,2023-02-13,9,416.22,32.7
W-09,North Sea,Chevron,Corrective,Night,Active,Rainy,Low,2023-03-10,2023-02-25,2,478.56,29.6
W-02,Texas,Shell,Routine,Night,Active,Cloudy,Low,2023-12-11,2023-05-29,6,501.95,28.6
W-03,Abu Dhabi,Shell,Corrective,Day,Active,Rainy,Low,2023-11-28,2023-06-04,4,364.61,28.2
W-04,Qatar,Chevron,Corrective,Night,Active,Sunny,High,2023-05-02,2023-04-19,3,484.58,38.1
W-01,Abu Dhabi,BP,Routine,Day,Active,Windy,Low,2023-10-31,2022-10-22,6,483.2,30.0
W-10,Texas,BP,Corrective,Day,Active,Sandstorm,Low,2023-10-06,2023-08-05,4,528.48,24.9
W-15,Algeria,Shell,Emergency,Night,Active,Rainy,Low,2024-03-07,2023-04-05,4,331.84,30.6
W-14,Algeria,TotalEnergies,Corrective,Day,Active,Sunny,Low,2024-03-20,2023-07-07,4,338.01,24.6
W-02,Texas,Shell,Routine,Night,Active,Windy,Low,2023-02-01,2022-09-29,3,479.84,36.3
W-15,Qatar,ExxonMobil,Corrective,Day,Active,Sandstorm,Low,2023-09-20,2023-08-19,0,610.83,29.2
W-06,North Sea,TotalEnergies,Routine,Night,Active,Cloudy,Medium,2024-03-14,2023-11-20,1,434.04,30.7
W-10,Texas,Shell,Routine,Night,Active,Windy,Low,2023-12-19,2023-01-31,6,436.88,29.3
W-07,Texas,BP,Routine,Day,Active,Cloudy,Low,2024-08-22,2023-09-15,7,474.96,34.8
W-12,North Sea,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-04-06,2023-05-05,7,432.43,26.2
W-05,Texas,BP,Routine,Night,Active,Sunny,Low,2023-04-25,2022-08-02,6,562.02,31.2
W-01,Abu Dhabi,Chevron,Routine,Day,Active,Sandstorm,Low,2023-02-19,2022-05-10,8,420.37,32.8
W-06,North Sea,TotalEnergies,Routine,Day,Active,Sunny,High,2024-03-25,2023-10-30,8,331.52,26.4
W-01,Abu Dhabi,Shell,Routine,Day,Standby,Sandstorm,Low,2023-01-19,2022-11-28,5,393.7,28.5
W-06,North Sea,BP,Corrective,Night,Active,Sunny,Medium,2024-02-15,2023-10-13,3,483.32,31.0
W-06,Algeria,TotalEnergies,Corrective,Night,Active,Cloudy,Low,2024-10-20,2023-10-03,13,343.9,20.7
W-09,Texas,ExxonMobil,Routine,Night,Active,Windy,Medium,2024-02-07,2024-01-29,7,430.17,23.4
W-08,North Sea,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2023-09-29,2022-10-22,4,449.53,25.6
W-09,Algeria,Shell,Routine,Night,Active,Sunny,Medium,2024-03-26,2023-09-16,8,271.88,25.2
W-13,Abu Dhabi,TotalEnergies,Routine,Day,Active,Sandstorm,Medium,2023-11-17,2023-05-24,5,418.47,24.8
W-11,Texas,TotalEnergies,Corrective,Night,Active,Windy,Medium,2024-01-17,2023-11-02,6,447.54,30.0
W-04,Qatar,Shell,Corrective,Day,Active,Rainy,Medium,2024-10-21,2024-08-28,3,581.37,34.1
W-08,Qatar,ExxonMobil,Routine,Day,Active,Sunny,Medium,2023-09-28,2023-01-11,5,516.29,35.2
W-05,North Sea,Chevron,Routine,Day,Active,Sandstorm,Critical,2024-11-03,2024-06-02,4,340.67,29.9
W-14,North Sea,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-09-25,2024-02-18,9,390.49,27.3
W-04,Texas,BP,Routine,Day,Active,Cloudy,Low,2023-05-18,2022-07-06,3,420.18,28.8
W-12,Algeria,Chevron,Corrective,Night,Active,Sandstorm,Medium,2023-02-18,2022-11-03,6,327.63,29.4
W-12,Texas,Shell,Corrective,Day,Active,Sunny,Low,2023-03-12,2022-03-05,6,525.24,26.3
W-06,Abu Dhabi,Chevron,Routine,Night,Standby,Sunny,Low,2023-01-13,2022-11-19,3,510.09,34.7
W-14,Algeria,Chevron,Corrective,Night,Active,Sunny,Medium,2023-03-08,2023-01-27,4,286.87,30.6
W-11,North Sea,ExxonMobil,Routine,Night,Active,Windy,Low,2024-04-23,2023-12-01,5,456.51,31.0
W-07,Qatar,BP,Routine,Day,Active,Cloudy,Low,2023-02-19,2022-01-29,8,564.17,28.4
W-04,Qatar,Chevron,Routine,Day,Active,Sunny,Low,2023-08-12,2023-04-29,0,705.32,34.3
W-03,Algeria,Shell,Routine,Night,Active,Rainy,Medium,2024-08-14,2023-11-17,6,383.07,26.7
W-09,Texas,BP,Routine,Night,Failure,Sunny,Low,2023-01-17,2022-04-28,4,509.41,21.3
W-06,Qatar,ExxonMobil,Routine,Night,Standby,Cloudy,Medium,2024-07-24,2023-12-30,3,511.94,20.6
W-12,Algeria,TotalEnergies,Routine,Day,Standby,Rainy,Low,2023-07-17,2022-08-12,5,330.3,32.8
W-03,Abu Dhabi,TotalEnergies,Routine,Day,Active,Cloudy,Low,2023-03-24,2022-07-23,3,401.86,29.4
W-05,North Sea,TotalEnergies,Routine,Night,Active,Cloudy,High,2024-05-02,2024-02-13,4,358.87,29.3
W-01,Qatar,BP,Emergency,Night,Active,Sandstorm,Low,2024-03-16,2023-10-04,7,591.0,43.0
W-03,Algeria,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2024-09-06,2023-12-18,5,409.42,31.3
W-03,Texas,Chevron,Routine,Night,Active,Windy,Medium,2024-05-29,2023-12-03,5,395.05,32.9
W-04,Texas,ExxonMobil,Routine,Night,Active,Cloudy,Low,2024-07-16,2023-11-23,9,463.51,31.1
W-08,Algeria,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-07-17,2023-06-26,5,331.72,37.0
W-14,Algeria,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-05-05,2023-03-09,3,434.63,22.8
W-07,Qatar,BP,Corrective,Day,Standby,Sunny,Low,2024-06-09,2023-09-20,6,503.34,43.9
W-15,Algeria,TotalEnergies,Routine,Day,Active,Rainy,Low,2024-07-18,2023-09-30,9,328.52,21.3
W-01,Texas,Shell,Emergency,Night,Active,Sandstorm,Medium,2024-11-24,2023-10-27,10,322.97,29.3
W-05,North Sea,TotalEnergies,Routine,Day,Active,Cloudy,Low,2023-10-16,2022-10-04,9,405.46,24.6
W-03,Qatar,TotalEnergies,Corrective,Night,Active,Sandstorm,Low,2023-09-18,2023-06-21,2,539.01,44.4
W-02,Texas,ExxonMobil,Routine,Day,Failure,Rainy,Low,2024-06-27,2023-06-24,4,481.05,30.6
W-08,Texas,BP,Corrective,Day,Active,Sandstorm,Low,2023-08-27,2022-11-19,0,534.24,22.2
W-12,Qatar,TotalEnergies,Corrective,Night,Active,Windy,Low,2024-10-13,2023-12-12,5,530.22,28.7
W-02,Qatar,Shell,Routine,Night,Active,Sunny,Low,2024-08-23,2024-07-20,5,578.57,35.8
W-13,Texas,Chevron,Corrective,Day,Active,Sunny,Low,2023-10-28,2023-02-19,1,530.11,29.5
W-14,Abu Dhabi,Chevron,Corrective,Day,Active,Rainy,Low,2024-06-09,2024-02-16,4,508.55,25.6
W-12,Algeria,Shell,Routine,Night,Active,Rainy,Low,2024-06-12,2023-09-13,4,351.88,35.1
W-09,North Sea,Shell,Routine,Day,Active,Cloudy,Low,2023-03-14,2022-09-19,2,409.79,31.0
W-03,Algeria,BP,Corrective,Night,Active,Cloudy,High,2024-09-23,2024-08-04,6,334.36,13.6
W-06,Texas,BP,Routine,Night,Active,Sandstorm,Medium,2023-12-20,2023-08-27,1,506.98,35.8
W-07,Texas,TotalEnergies,Corrective,Night,Active,Windy,Low,2024-08-01,2023-07-16,8,375.5,22.8
W-13,Abu Dhabi,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2023-08-13,2023-02-21,4,416.02,30.3
W-11,Algeria,Shell,Routine,Night,Active,Sandstorm,Low,2024-09-18,2024-03-21,3,312.86,32.5
W-12,Abu Dhabi,BP,Corrective,Day,Active,Sunny,Low,2023-09-30,2022-12-18,4,514.03,22.2
W-08,North Sea,BP,Corrective,Day,Active,Windy,Medium,2023-01-08,2022-10-23,4,419.98,36.2
W-11,Texas,Chevron,Routine,Night,Active,Cloudy,Low,2024-09-25,2024-02-07,2,468.47,29.6
W-12,Texas,ExxonMobil,Routine,Night,Standby,Sandstorm,Medium,2023-03-05,2022-10-25,6,359.19,19.3
W-12,Texas,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2023-08-12,2023-04-29,4,509.65,26.5
W-01,North Sea,Chevron,Corrective,Night,Active,Rainy,Low,2024-10-27,2024-07-22,6,378.47,28.5
W-07,Texas,Shell,Routine,Night,Active,Sandstorm,Medium,2024-10-27,2024-03-23,4,468.16,27.9
W-05,Qatar,Chevron,Routine,Night,Active,Windy,Medium,2024-02-06,2023-06-06,3,581.53,35.9
W-13,Algeria,ExxonMobil,Routine,Night,Standby,Cloudy,Low,2024-03-18,2023-03-03,5,383.37,26.5
W-15,North Sea,TotalEnergies,Corrective,Day,Active,Sandstorm,Medium,2023-11-10,2023-05-09,7,381.36,25.3
W-15,Texas,BP,Routine,Night,Standby,Cloudy,Low,2023-07-25,2023-06-06,2,452.1,30.5
W-05,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2023-08-19,2022-12-02,4,465.7,30.6
W-05,Texas,BP,Routine,Day,Active,Windy,Low,2024-04-15,2024-02-26,4,510.56,35.5
W-13,North Sea,ExxonMobil,Corrective,Day,Active,Sunny,Medium,2024-06-10,2023-09-02,6,352.02,22.4
W-05,Algeria,Shell,Corrective,Night,Failure,Windy,Medium,2024-07-08,2024-06-09,0,349.87,31.6
W-12,Texas,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-07-06,2023-11-12,8,387.47,19.2
W-07,Abu Dhabi,Shell,Routine,Day,Active,Rainy,Low,2023-03-05,2022-12-17,6,402.69,22.9
W-02,Algeria,BP,Routine,Day,Active,Rainy,Low,2023-12-13,2023-10-19,3,349.38,30.3
W-15,Texas,Shell,Routine,Night,Active,Cloudy,Medium,2023-02-10,2022-02-22,6,432.58,28.6
W-10,North Sea,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2024-01-20,2023-10-26,7,362.06,33.2
W-01,North Sea,Shell,Routine,Day,Standby,Windy,Medium,2023-11-06,2023-07-08,4,368.17,22.8
W-11,Qatar,Chevron,Routine,Day,Active,Rainy,Medium,2024-09-13,2023-10-29,8,571.73,31.6
W-06,Abu Dhabi,Chevron,Corrective,Day,Standby,Rainy,Low,2023-09-03,2022-12-20,5,436.74,25.1
W-14,Texas,Shell,Corrective,Night,Active,Cloudy,Low,2023-03-23,2022-05-24,5,335.77,36.6
W-08,Qatar,Shell,Routine,Day,Active,Windy,Low,2023-04-11,2022-04-12,5,498.96,36.0
W-14,Texas,TotalEnergies,Routine,Night,Active,Windy,Low,2024-06-17,2023-10-21,4,449.01,33.9
W-06,Algeria,Chevron,Routine,Night,Active,Rainy,High,2024-03-08,2023-11-26,5,260.05,21.2
W-14,Abu Dhabi,Chevron,Routine,Day,Active,Sunny,Medium,2023-03-12,2023-01-25,4,453.01,30.6
W-08,Abu Dhabi,Chevron,Routine,Night,Standby,Cloudy,Low,2023-02-28,2022-11-06,3,416.41,25.1
W-10,Qatar,BP,Routine,Night,Active,Windy,Low,2024-05-05,2024-01-31,2,618.98,38.5
W-12,Texas,Chevron,Routine,Night,Active,Sandstorm,Low,2023-02-20,2022-12-04,6,574.38,14.4
W-12,Abu Dhabi,ExxonMobil,Routine,Day,Active,Cloudy,Medium,2024-07-29,2024-02-14,4,430.82,26.1
W-04,Qatar,Chevron,Routine,Day,Active,Windy,Low,2024-05-09,2024-04-17,3,596.0,27.3
W-07,Qatar,Chevron,Corrective,Night,Active,Cloudy,Low,2023-02-26,2022-03-20,9,520.28,42.8
W-13,Abu Dhabi,TotalEnergies,Routine,Night,Active,Windy,Low,2023-03-01,2022-08-12,1,509.17,35.4
W-12,North Sea,Chevron,Routine,Day,Active,Cloudy,Low,2024-11-21,2024-02-23,2,500.13,22.6
W-15,North Sea,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2023-09-19,2023-04-11,1,381.32,27.4
W-11,North Sea,ExxonMobil,Routine,Day,Active,Windy,Low,2023-09-17,2023-06-25,2,416.23,23.9
W-03,Algeria,BP,Routine,Night,Active,Sunny,Medium,2024-07-22,2023-06-22,4,359.73,18.3
W-04,Algeria,Shell,Routine,Day,Active,Sunny,Low,2024-10-25,2023-11-08,8,314.43,30.4
W-05,Qatar,ExxonMobil,Routine,Day,Active,Windy,Medium,2024-11-21,2024-03-11,8,525.82,34.5
W-05,Abu Dhabi,Chevron,Corrective,Night,Standby,Windy,Medium,2024-06-11,2024-04-02,2,492.73,26.2
W-05,Abu Dhabi,BP,Corrective,Day,Active,Sandstorm,Low,2023-09-21,2022-11-21,9,467.8,28.8
W-01,Texas,Chevron,Routine,Night,Active,Windy,Low,2023-02-28,2022-09-27,4,491.51,22.6
W-08,Texas,TotalEnergies,Routine,Night,Active,Sunny,Low,2024-06-28,2024-01-18,5,437.35,31.6
W-03,Texas,TotalEnergies,Emergency,Day,Active,Sandstorm,Low,2024-01-26,2023-11-22,1,496.95,34.6
W-04,Texas,Shell,Routine,Night,Active,Sandstorm,Low,2023-10-24,2022-10-28,3,479.42,37.1
W-15,Algeria,BP,Routine,Night,Active,Sunny,Low,2024-09-26,2023-09-22,4,401.29,36.5
W-06,Abu Dhabi,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-03-19,2023-02-14,4,410.22,31.6
W-03,North Sea,ExxonMobil,Routine,Night,Active,Windy,Low,2023-12-11,2023-04-19,7,354.18,25.9
W-15,Algeria,Chevron,Corrective,Day,Active,Sandstorm,Critical,2023-01-08,2022-01-13,6,160.06,24.2
W-10,North Sea,Chevron,Corrective,Night,Active,Sunny,Low,2023-11-25,2023-01-03,15,351.79,28.4
W-01,Texas,Chevron,Corrective,Night,Active,Rainy,Low,2023-02-09,2022-05-07,5,429.03,33.9
W-11,Texas,BP,Routine,Night,Active,Cloudy,Low,2023-03-25,2022-08-18,6,469.82,30.7
W-06,Texas,ExxonMobil,Routine,Day,Standby,Sunny,Medium,2023-03-24,2022-08-18,7,388.05,37.4
W-11,Texas,Shell,Routine,Day,Active,Sunny,Low,2024-03-30,2023-10-30,5,498.27,35.7
W-12,North Sea,ExxonMobil,Corrective,Night,Active,Sandstorm,Low,2024-06-06,2023-12-22,9,270.39,12.8
W-03,North Sea,ExxonMobil,Corrective,Day,Active,Rainy,Low,2024-02-13,2023-02-28,5,332.27,27.7
W-03,North Sea,Chevron,Routine,Night,Active,Sunny,Critical,2024-11-04,2024-10-10,4,294.43,33.1
W-01,Texas,Chevron,Routine,Night,Active,Rainy,Medium,2023-09-20,2022-12-15,6,536.46,25.4
W-15,Algeria,TotalEnergies,Emergency,Night,Active,Cloudy,Low,2023-07-19,2023-03-09,8,322.56,26.4
W-15,North Sea,BP,Routine,Day,Active,Sunny,Low,2024-08-31,2024-08-15,4,392.88,30.0
W-11,Algeria,Chevron,Routine,Day,Active,Windy,Low,2023-06-06,2022-06-05,5,375.4,35.4
W-11,Texas,Chevron,Corrective,Day,Active,Windy,Low,2024-11-05,2024-09-19,3,531.0,26.0
W-01,Abu Dhabi,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2023-01-09,2022-07-29,2,424.09,27.8
W-15,North Sea,ExxonMobil,Corrective,Night,Standby,Cloudy,Medium,2024-11-09,2024-08-07,6,407.14,27.0
W-01,Algeria,Shell,Corrective,Day,Active,Windy,Low,2023-01-31,2022-09-03,3,390.43,22.3
W-12,Texas,BP,Routine,Night,Active,Rainy,Low,2024-09-15,2023-09-13,3,563.56,28.5
W-06,Qatar,Chevron,Routine,Day,Active,Sandstorm,Low,2024-01-05,2023-07-22,5,606.09,36.1
